time,open,high,low,close,volume
2020-01-31 15:00:00,9264.04,9297.51,9261.66,9292.07,405.332694
2020-01-31 15:15:00,9290.46,9304.75,9274.57,9287.38,461.713593
2020-01-31 15:30:00,9287.38,9320.0,9285.43,9315.87,403.417186
2020-01-31 15:45:00,9317.21,9345.82,9304.17,9339.19,638.371989
2020-01-31 16:00:00,9339.19,9367.5,9325.01,9342.71,899.802754
2020-01-31 16:15:00,9341.14,9346.42,9313.47,9319.68,504.7924
2020-01-31 16:30:00,9320.43,9329.74,9270.0,9289.8,653.411954
2020-01-31 16:45:00,9289.65,9302.61,9256.24,9287.8,903.654411
2020-01-31 17:00:00,9288.84,9310.68,9280.87,9300.89,505.033295
2020-01-31 17:15:00,9300.94,9316.44,9294.45,9308.93,344.960709
2020-01-31 17:30:00,9308.93,9309.34,9270.0,9276.2,268.388572
2020-01-31 17:45:00,9277.83,9290.12,9275.0,9282.5,221.804133
2020-01-31 18:00:00,9282.63,9313.5,9276.29,9309.72,254.405883
2020-01-31 18:15:00,9308.26,9317.0,9301.0,9305.2,201.051645
2020-01-31 18:30:00,9305.0,9310.39,9295.2,9309.67,178.229419
2020-01-31 18:45:00,9309.82,9320.0,9307.18,9318.67,249.040756
2020-01-31 19:00:00,9318.96,9319.57,9300.49,9319.5,175.779035
2020-01-31 19:15:00,9319.49,9320.0,9298.27,9312.33,238.498389
2020-01-31 19:30:00,9312.32,9315.0,9300.68,9308.95,136.460829
2020-01-31 19:45:00,9308.16,9310.99,9294.33,9302.67,195.100831
2020-01-31 20:00:00,9303.72,9339.97,9300.59,9328.31,406.32333
2020-01-31 20:15:00,9328.55,9339.86,9302.48,9310.88,189.83324
2020-01-31 20:30:00,9310.17,9329.0,9304.66,9327.16,130.772771
2020-01-31 20:45:00,9327.14,9327.34,9313.12,9321.0,257.180266
2020-01-31 21:00:00,9321.0,9334.82,9315.34,9334.69,300.559675
2020-01-31 21:15:00,9334.82,9342.82,9320.02,9327.81,201.491773
2020-01-31 21:30:00,9328.02,9366.0,9327.82,9366.0,360.930412
2020-01-31 21:45:00,9365.8,9373.85,9350.34,9366.24,404.887106
2020-01-31 22:00:00,9366.24,9380.0,9342.77,9378.57,379.039496
2020-01-31 22:15:00,9378.55,9387.28,9365.0,9380.04,258.541353
2020-01-31 22:30:00,9380.45,9409.34,9371.0,9397.18,453.741238
2020-01-31 22:45:00,9397.1,9430.0,9372.82,9402.42,487.422782
2020-01-31 23:00:00,9401.63,9419.96,9381.24,9414.01,248.344795
2020-01-31 23:15:00,9414.03,9415.1,9377.0,9381.66,234.290821
2020-01-31 23:30:00,9381.59,9395.13,9366.86,9387.42,197.312865
2020-01-31 23:45:00,9387.41,9387.42,9327.24,9352.89,449.879348
2020-02-01 00:00:00,9351.71,9376.99,9341.17,9374.55,275.577254
2020-02-01 00:15:00,9374.56,9378.0,9348.54,9351.08,216.237065
2020-02-01 00:30:00,9351.08,9394.08,9350.19,9383.22,178.127088
2020-02-01 00:45:00,9383.77,9390.0,9364.64,9383.07,178.87579
2020-02-01 01:00:00,9383.35,9408.98,9377.8,9405.56,253.388348
2020-02-01 01:15:00,9405.95,9413.61,9389.99,9405.83,255.938764
2020-02-01 01:30:00,9405.83,9411.78,9382.68,9398.83,232.551195
2020-02-01 01:45:00,9398.21,9435.0,9394.7,9429.86,348.270894
2020-02-01 02:00:00,9428.55,9450.0,9403.27,9441.37,499.194901
2020-02-01 02:15:00,9442.16,9464.53,9430.03,9437.6,448.667669
2020-02-01 02:30:00,9437.23,9464.0,9437.23,9450.01,345.357438
2020-02-01 02:45:00,9450.14,9450.69,9419.39,9441.88,288.330348
2020-02-01 03:00:00,9441.42,9457.14,9425.26,9429.88,302.854791
