time,open,high,low,close,volume
2021-02-05 00:30:00,37108.24,37227.22,37035.71,37151.48,474.961475
2021-02-05 00:45:00,37150.36,37199.99,36950.0,36993.25,475.423073
2021-02-05 01:00:00,36993.25,37239.12,36900.17,37222.47,546.894771
2021-02-05 01:15:00,37222.47,37300.0,37163.3,37172.15,503.707881
2021-02-05 01:30:00,37173.11,37228.97,36915.9,36971.73,589.55514
2021-02-05 01:45:00,36971.74,36973.59,36570.0,36632.38,978.192106
2021-02-05 02:00:00,36632.38,36845.25,36604.93,36789.5,866.319945
2021-02-05 02:15:00,36789.51,36836.46,36570.0,36713.84,768.882157
2021-02-05 02:30:00,36713.84,36849.69,36705.82,36807.88,564.820286
2021-02-05 02:45:00,36808.38,36990.0,36780.0,36958.28,661.337613
2021-02-05 03:00:00,36958.33,37287.3,36909.71,37280.07,883.519355
2021-02-05 03:15:00,37280.06,37372.72,37175.02,37231.72,637.177061
2021-02-05 03:30:00,37227.01,37400.0,37211.91,37345.01,645.877901
2021-02-05 03:45:00,37345.01,37366.02,37232.77,37366.02,447.662893
2021-02-05 04:00:00,37366.01,37408.96,37245.83,37345.62,454.456883
2021-02-05 04:15:00,37345.62,37499.0,37214.51,37339.07,631.733345
2021-02-05 04:30:00,37339.16,37363.12,37188.01,37325.0,431.480277
2021-02-05 04:45:00,37324.99,37336.88,37187.81,37266.78,385.220234
2021-02-05 05:00:00,37266.79,37350.33,37236.12,37300.08,355.0015
2021-02-05 05:15:00,37298.26,37316.32,36995.27,37120.04,457.423889
2021-02-05 05:30:00,37120.03,37240.44,37071.7,37205.56,439.743538
2021-02-05 05:45:00,37205.56,37274.98,37056.83,37065.97,478.237138
2021-02-05 06:00:00,37065.98,37220.0,37021.8,37205.39,591.228694
2021-02-05 06:15:00,37205.39,37625.0,37152.63,37485.8,1008.504197
2021-02-05 06:30:00,37483.57,37658.0,37373.13,37444.34,883.145405
2021-02-05 06:45:00,37443.23,37487.7,37328.28,37375.52,482.714574
2021-02-05 07:00:00,37374.39,37570.0,37374.38,37411.3,675.850737
2021-02-05 07:15:00,37411.3,37727.22,37410.05,37663.66,872.619909
2021-02-05 07:30:00,37663.66,37686.69,37514.28,37555.57,530.364879
2021-02-05 07:45:00,37555.57,37683.39,37510.94,37653.98,643.713874
2021-02-05 08:00:00,37659.64,37800.0,37587.73,37733.01,940.261095
2021-02-05 08:15:00,37735.7,37735.7,37392.71,37487.01,875.885335
2021-02-05 08:30:00,37487.01,37575.65,37431.62,37538.61,709.88918
2021-02-05 08:45:00,37536.24,37750.0,37531.77,37705.27,878.551249
2021-02-05 09:00:00,37705.27,37769.85,37612.78,37672.47,603.633353
2021-02-05 09:15:00,37672.46,37686.76,37500.0,37559.95,616.929201
